Informant,Project,Sex,Age,Ethnicity,Education_level,Occupation,Town/City,County,State,Latitude,Longitude,Fieldworker,Year_interviewed,Notes
SC15A,LAMSAS,Male,83,White,Between 1 and 8 years,Farmer,Colston,Bamberg ,SC,32.79055,-80.71889,"Lowman, Guy",1934,
SC15B,LAMSAS,Male,68,White,At least some high school,Clerical or sales position,Bamberg,Bamberg ,SC,32.905,-80.66695,"McDavid, Raven",1947,
SC15C,LAMSAS,Male,85,White,Between 1 and 8 years,Clerical or sales position,Bamberg,Bamberg ,SC,33.16444,-81.07944,"McDavid, Raven",1947,
SC16N,LAMSAS,Male,68,Black or African American,Between 1 and 8 years,Farmer,Millettville,Allendale ,SC,33.29694,-81.035,"McDavid, Raven",1947,
SC16,LAMSAS,Male,69,White,Between 1 and 8 years,Farmer,Allendale,Allendale ,SC,33.30833,-81.02917,"McDavid, Raven",1947,
SC17A,LAMSAS,Female,76,White,Between 1 and 8 years,Keeping house,Hampton,Hampton ,SC,33.08055,-81.53528,"McDavid, Raven",1946,
SC17B,LAMSAS,Male,68,White,Between 1 and 8 years,Public Servant,Hampton,Hampton ,SC,33.00778,-81.30861,"O'Cain, Raymond",1967,
SC17C,LAMSAS,Female,88,White,At least some high school,"Manager, official, or proprietor",Hampton,Hampton ,SC,32.87083,-81.10973,"McDavid, Raven",1946,
SC17D,LAMSAS,Male,78,White,At least some college or beyond,"Manager, official, or proprietor",Hampton,Hampton ,SC,32.875,-81.125,"McDavid, Raven",1946,
SC18N,LAMSAS,Male,75,Black or African American,Between 1 and 8 years,Clerical or sales position,Beaufort,Beaufort ,SC,32.8625,-81.11945,"McDavid, Raven",1946,
SC18A,LAMSAS,Male,68,White,Between 1 and 8 years,Craftsman or foreman,Beaufort,Beaufort ,SC,32.86667,-81.10555,"McDavid, Raven",1946,
SC18B,LAMSAS,Male,62,White,At least some high school,Operative,Beaufort,Beaufort ,SC,32.43139,-80.67,"McDavid, Raven",1946,
SC18C!,LAMSAS,Female,61,White,At least some college or beyond,Keeping house,Port Royal Road,Beaufort ,SC,32.44861,-80.67083,"McDavid, Raven",1946,
SC18D!,LAMSAS,Female,85,White,At least some high school,Keeping house,Port Royal Road,Beaufort ,SC,32.43889,-80.6875,"McDavid, Raven",1946,
SC19N,LAMSAS,Male,53,Black or African American,Unknown,Farmer,Hilton Head,Beaufort ,SC,32.37889,-80.69278,"McDavid, Raven",1946,
SC19A,LAMSAS,Female,51,White,At least some college or beyond,"Manager, official, or proprietor",Beaufort,Beaufort ,SC,32.41945,-80.69028,"McDavid, Raven",1946,
SC19B,LAMSAS,Male,70,White,At least some high school,Public Servant,Beaufort,Beaufort ,SC,32.21611,-80.75278,"Lowman, Guy",1934,
SC19C,LAMSAS,Female,68,White,At least some high school,Keeping house,Beaufort,Beaufort ,SC,32.42083,-80.675,"McDavid, Raven",1946,
SC19D!,LAMSAS,Male,67,White,At least some high school,Farmer,Bluffton,Beaufort ,SC,32.43333,-80.67944,"Pederson, Lee",1965,
SC19E!,LAMSAS,Female,73,White,Unknown,Keeping house,Beaufort,Beaufort ,SC,32.40556,-80.68472,"McDavid, Raven",1946,
SC20A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,Brownsville,Marlboro ,SC,32.23695,-80.86056,"McDavid, Raven",1948,
SC20B,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,Clio,Marlboro ,SC,32.40417,-80.68195,"McDavid, Raven",1946,
SC20C,LAMSAS,Male,72,White,At least some college or beyond,Farmer,Blenhim,Marlboro ,SC,34.39222,-79.5925,"McDavid, Raven",1948,
SC20D!,LAMSAS,Male,53,White,At least some college or beyond,Farmer,Bennetsville,Marlboro ,SC,34.57944,-79.54667,"McDavid, Raven",1948,
SC21A,LAMSAS,Female,70,White,Between 1 and 8 years,Farmer,Hartsville,Chesterfield ,SC,34.51056,-79.65305,"McDavid, Raven",1948,  
SC21B,LAMSAS,Female,66,White,At least some high school,Keeping house,Chesterfield,Chesterfield ,SC,34.61722,-79.685,"McDavid, Raven",1948,
SC22N,LAMSAS,Female,65,Black or African American,Unknown,Private household worker or gardener,Camden,Kershaw ,SC,34.47583,-80.14917,"Lowman, Guy",1937,
SC22A,LAMSAS,Male,62,White,At least some high school,Clerical or sales position,Boykin,Kershaw ,SC,34.73583,-80.08833,"Lowman, Guy",1937,
SC22B,LAMSAS,Female,65,White,At least some high school,Keeping house,Camden,Kershaw ,SC,34.24639,-80.60722,"Lowman, Guy",1934,
SC22C!,LAMSAS,Male,74,White,At least some college or beyond,Farmer,Camden,Kershaw ,SC,34.11666,-80.58167,"McDavid, Raven",1947,
SC23A,LAMSAS,Male,81,White,Between 1 and 8 years,Clerical or sales position,Dovesville,Darlington ,SC,34.2625,-80.59722,"Lowman, Guy",1934,
SC23B,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,Hartsville,Darlington ,SC,34.2375,-80.60278,"McDavid, Raven",1947,
SC23C,LAMSAS,Male,66,White,Between 1 and 8 years,Farmer,Darlington,Darlington ,SC,34.40222,-79.89528,"McDavid, Raven",1947,
SC23D,LAMSAS,Male,66,White,Unknown,Farmer,Auburn,Darlington ,SC,34.40139,-80.1425,"McDavid, Raven",1947,
SC23E!,LAMSAS,Male,75,White,Unknown,Farmer,Darlington,Darlington ,SC,34.25195,-79.8275,"McDavid, Raven",1947,
SC24N,LAMSAS,Male,82,Black or African American,Between 1 and 8 years,Operative,Sumter,Sumter ,SC,34.37528,-79.97611,"McDavid, Raven",1947,
SC24A,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,Sumter,Sumter ,SC,34.25694,-79.83334,"McDavid, Raven",1947,
SC24B,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,Sumter,Sumter ,SC,33.92028,-80.34167,"McDavid, Raven",1946,  
SC24C,LAMSAS,Male,65,White,Between 1 and 8 years,Operative,Stateburg,Sumter ,SC,33.94167,-80.375,"Pederson, Lee",1965,
SC24D!,LAMSAS,Male,86,White,At least some college or beyond,Professional or technical job,Sumter,Sumter ,SC,33.90833,-80.34167,"McDavid, Raven",1946,
SC25A,LAMSAS,Female,78,White,Between 1 and 8 years,Keeping house,Lykesland,Richland ,SC,33.9575,-80.535,"McDavid, Raven",1946,
SC25B,LAMSAS,Male,77,White,At least some high school,Farmer,White Rock,Richland ,SC,33.93333,-80.33334,"McDavid, Raven",1946,
SC25C!,LAMSAS,Female,30,White,At least some college or beyond,Professional or technical job,Columbia,Columbia,SC,33.93861,-80.90305,"Lowman, Guy",1934,
SC26A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,Creston,Calhoun ,SC,34.145,-81.27583,"McDavid, Raven",1947,
SC26B!,LAMSAS,Male,55,White,At least some college or beyond,Farmer,St. Matthews,Calhoun ,SC,34.00056,-81.035,"McDavid, Raven",1947,
SC27A,LAMSAS,Male,71,White,At least some high school,Farmer,Cordova,Orangeburg ,SC,33.59722,-80.64778,"McDavid, Raven",1947,
SC27B,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,Livingston,Orangeburg ,SC,33.66472,-80.77805,"McDavid, Raven",1947,
SC28A,LAMSAS,Female,78,White,Between 1 and 8 years,Keeping house,Patterson Mill,Barnwell ,SC,33.43528,-80.92111,"Pederson, Lee",1965,
SC28B,LAMSAS,Male,39,White,At least some high school,Clerical or sales position,Meyers Mill,Barnwell ,SC,33.55333,-81.11889,"McDavid, Raven",1947,
SC28C,LAMSAS,Male,44,White,At least some high school,Farmer,Hattieville,Barnwell ,SC,33.17833,-81.47916,"McDavid, Raven",1947,
SC28D,LAMSAS,Female,19,White,Unknown,Clerical or sales position,Barnwell,Barnwell ,SC,33.18583,-81.59111,"McDavid, Raven",1947,
SC29A,LAMSAS,Male,78,White,At least some high school,Farmer,Oakwood,Aiken ,SC,33.11222,-81.61139,"McDavid, Raven",1947,
SC29B,LAMSAS,Male,87,White,Between 1 and 8 years,Clerical or sales position,Graniteville,Aiken ,SC,33.24472,-81.35889,"McDavid, Raven",1947,
SC29C,LAMSAS,Male,82,White,At least some high school,Farmer,Warenville,Aiken ,SC,33.51639,-81.58639,"McDavid, Raven",1947,
SC29D,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,Aiken,Aiken ,SC,33.56361,-81.80805,"McDavid, Raven",1947,
SC29E,LAMSAS,Male,,White,Unknown,Farmer,Ellenton,Aiken ,SC,33.55083,-81.80417,"McDavid, Raven",1947,
SC30A,LAMSAS,Male,63,White,Between 1 and 8 years,Farmer,Johnston,Edgefield ,SC,33.56028,-81.71972,"McDavid, Raven",1947,
SC30B,LAMSAS,Male,79,White,Between 1 and 8 years,Craftsman or foreman,Edgefield,Edgefield ,SC,33.21944,-81.73611,"McDavid, Raven",1947,
SC30C!,LAMSAS,Female,73,White,At least some college or beyond,Keeping house,Edgefield,Edgefield ,SC,33.83194,-81.80111,"Lowman, Guy",1934,
SC31A,LAMSAS,Male,64,White,Between 1 and 8 years,"Manager, official, or proprietor",West Columbia,Lexington ,SC,33.78944,-81.92973,"McDavid, Raven",1946,
SC31B,LAMSAS,Male,86,White,Between 1 and 8 years,Farmer,Chapin,Lexington ,SC,33.80139,-81.94167,"McDavid, Raven",1946,  
SC32A,LAMSAS,Male,80,White,At least some college or beyond,Farmer,Winnsboro,Fairfield ,SC,33.99333,-81.07417,"McDavid, Raven",1947,
SC32B,LAMSAS,Male,86,White,At least some high school,Farmer,Winnsboro,Fairfield ,SC,34.16583,-81.35,"McDavid, Raven",1947,
SC32C,LAMSAS,Male,55,White,At least some college or beyond,Farmer,Winnsboro,Fairfield ,SC,34.38055,-81.08667,"McDavid, Raven",1947,
SC32D,LAMSAS,Male,78,White,At least some college or beyond,Professional or technical job,Winnsboro,Fairfield ,SC,34.375,-81.09306,"McDavid, Raven",1947,
SC33A,LAMSAS,Male,75,White,No formal schooling,Farmer,Chester ,Chester ,SC,34.38889,-81.09722,"McDavid, Raven",1947,
SC33B,LAMSAS,Male,75,White,Between 1 and 8 years,Public Servant,Chester,Chester ,SC,34.37083,-81.08334,"McDavid, Raven",1947,
SC34A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,Lancaster,Lancaster ,SC,34.76833,-81.29305,"Lowman, Guy",1934,
SC34B,LAMSAS,Male,73,White,Between 1 and 8 years,"Manager, official, or proprietor",Lancster,Lancaster ,SC,34.70472,-81.21445,"McDavid, Raven",1947,
SC34C,LAMSAS,Female,80,White,At least some high school,Keeping house,Lancaster,Lancaster ,SC,34.72028,-80.77111,"McDavid, Raven",1947,"""Retired housewife"""
SC35A,LAMSAS,Female,59,White,Between 1 and 8 years,Keeping house,Rock Hill,York ,SC,34.70833,-80.79167,"McDavid, Raven",1947,
SC35B,LAMSAS,Male,37,White,Between 1 and 8 years,Operative,Rock Hill,York ,SC,34.68889,-80.78333,"McDavid, Raven",1947,
SC35C,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,Beersheba,York ,SC,34.92472,-81.02528,"McDavid, Raven",1947,  
SC35D,LAMSAS,Male,,White,Unknown,Clerical or sales position,Beersheba,York ,SC,34.95833,-81.03333,"McDavid, Raven",1947,
SC35E!,LAMSAS,Male,84,White,At least some college or beyond,Professional or technical job,Beersheba,York ,SC,34.99417,-81.24223,"O'Cain, Raymond",1967,
SC36A,LAMSAS,Male,73,White,Between 1 and 8 years,Farmer,Inman,Spartanburg ,SC,34.91667,-81,"McDavid, Raven",1947,
SC36B,LAMSAS,Female,76,White,Between 1 and 8 years,Keeping house,Spartanburg,Spartanburg ,SC,34.95083,-81.34111,"O'Cain, Raymond",1967,
SC36C,LAMSAS,Male,73,White,At least some college or beyond,Farmer,Reidville,Spartanburg ,SC,34.99361,-82.1775,"McDavid, Raven",1946,  
SC36D!,LAMSAS,Male,80,White,At least some college or beyond,Professional or technical job,Spartanburg,Spartanburg ,SC,34.94944,-81.93222,"McDavid, Raven",1946,
SC37,LAMSAS,Male,66,White,Unknown,Craftsman or foreman,Buffalo,Union ,SC,34.86278,-82.11444,"McDavid, Raven",1946,
SC38N,LAMSAS,Male,73,Black or African American,At least some high school,Public Servant,Newberry,Newberry ,SC,34.95833,-81.95834,"McDavid, Raven",1946,
SC38A,LAMSAS,Male,94,White,No formal schooling,Public Servant,Newberry,Newberry ,SC,34.72556,-81.68361,"Pederson, Lee",1965,
SC38B,LAMSAS,Male,66,White,Between 1 and 8 years,"Manager, official, or proprietor",Newberry,Newberry ,SC,34.27444,-81.61889,"McDavid, Raven",1946,
SC38C!,LAMSAS,Male,75,White,At least some college or beyond,Professional or technical job,Newberry,Newberry ,SC,34.29167,-81.63333,"McDavid, Raven",1946,
SC38D!,LAMSAS,Female,59,White,At least some college or beyond,Clerical or sales position,Newberry,Newberry ,SC,34.26667,-81.625,"McDavid, Raven",1946,
SC38E!,LAMSAS,Male,,White,At least some college or beyond,Professional or technical job,Newberry,Newberry ,SC,34.27639,-81.60416,"McDavid, Raven",1946,
SC39A,LAMSAS,Male,62,White,Between 1 and 8 years,Clerical or sales position,Mountville,Laurens ,SC,34.28611,-81.61667,"McDavid, Raven",1946,
SC39B!,LAMSAS,Male,84,White,At least some college or beyond,Farmer,Mountville,Laurens ,SC,34.27917,-81.62083,"McDavid, Raven",1946,
SC40A,LAMSAS,Male,63,White,Between 1 and 8 years,Farmer,Abbeville,Abbeville ,SC,34.36278,-81.96778,"McDavid, Raven",1946,
SC40B,LAMSAS,Female,78,White,At least some college or beyond,Private household worker or gardener,Abbeville,Abbeville ,SC,34.35417,-81.99167,"McDavid, Raven",1946,
SC41A,LAMSAS,Female,79,White,Between 1 and 8 years,Keeping house,Anderson,Anderson ,SC,34.17805,-82.37917,"McDavid, Raven",1941,
SC41B,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,Anderson,Anderson ,SC,34.1875,-82.3875,"McDavid, Raven",1941,
SC42N,LAMSAS,Female,54,Black or African American,Between 1 and 8 years,Private household worker or gardener,Greenville,Greenville ,SC,34.50333,-82.65028,"Lowman, Guy",1934,
SC42M,LAMSAS,Female,100,Black or African American,No formal schooling,Private household worker or gardener,Greenville,Greenville ,SC,34.53333,-82.66666,"McDavid, Raven",1941,
SC42A,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,Greenville,Greenville ,SC,34.875,-82.45834,"McDavid, Raven",1941,
SC42B!,LAMSAS,Female,67,White,At least some college or beyond,Keeping house,Greenville,Greenville ,SC,34.83333,-82.4375,"McDavid, Raven",1941,
SC42C!,LAMSAS,Male,58,White,At least some college or beyond,Professional or technical job,Greenville,Greenville ,SC,34.8525,-82.39417,"McDavid, Raven",1941,
SC42D!,LAMSAS,Male,26,White,At least some college or beyond,Professional or technical job,Greenville,Greenville ,SC,34.80833,-82.375,"McDavid, Raven",1946,
SC42E!,LAMSAS,Male,52,White,At least some college or beyond,Professional or technical job,Greenville,Greenville ,SC,34.85139,-82.42223,"McDavid, Raven",1941,
SC43A,LAMSAS,Male,100,White,Unknown,Farmer,Pickens,Pickens ,SC,34.825,-82.42917,"Bloch, Bernard",1937,
SC43B,LAMSAS,Male,66,White,Between 1 and 8 years,Farmer,Pickens,Pickens ,SC,34.87083,-82.39167,"McDavid, Raven",1964,
SC43C,LAMSAS,Male,69,White,At least some college or beyond,Professional or technical job,Dacusville,Pickens ,SC,35.00278,-82.65305,"McDavid, Raven",1941,
SC44A,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,Walhalla,Oconee ,SC,35.00139,-82.64722,"McDavid, Raven",1941,
SC44B,LAMSAS,Male,85,White,At least some high school,Farmer,Richland,Oconee ,SC,34.93528,-82.55889,"McDavid, Raven",1941,
GA1N,LAMSAS,Female,40,Black or African American,At least some high school,Private household worker or gardener,Savannah,Savannah,GA,34.88028,-83.01972,"McDavid, Raven",1941,
GA1A,LAMSAS,Male,72,White,At least some high school,Operative,Savannah,Savannah,GA,34.67778,-83.02556,"McDavid, Raven",1941,
GA1B,LAMSAS,Female,77,White,At least some high school,Professional or technical job,Savannah,Savannah,GA,32.08333,-81.1,Student,1972,
GA1C,LAMSAS,Female,90,White,At least some high school,Keeping house,Savannah,Savannah,GA,32.01667,-81.08334,"McDavid, Raven",1946,
GA1D,LAMSAS,Male,76,White,At least some high school,Professional or technical job,Savannah,Savannah,GA,32.00834,-81.09583,"Reuter, Grace",1972,
GA1E,LAMSAS,Female,36,White,At least some college or beyond,Clerical or sales position,Savannah,Savannah,GA,32.03056,-81.05417,"McDavid, Raven",1946,
GA1F!,LAMSAS,Female,78,White,At least some high school,Other (see notes),Savannah,Savannah,GA,32.0375,-81.05833,"McDavid, Raven",1946,Single woman
GA1G!,LAMSAS,Male,76,White,At least some college or beyond,"Manager, official, or proprietor",Savannah,Savannah,GA,32.08611,-81.12083,"McDavid, Raven",1946,
GA1H!,LAMSAS,Female,60,White,At least some college or beyond,Keeping house,Savannah,Savannah,GA,32.075,-81.09167,"Lowman, Guy",1934,
GA2N,LAMSAS,Male,67,Black or African American,Between 1 and 8 years,Farmer,Lanier,Bryan ,GA,32.05,-81.13333,"McDavid, Raven",1946,
GA2A,LAMSAS,Male,78,White,At least some high school,Farmer,Ellabell,Bryan ,GA,32.09167,-81.1375,"McDavid, Raven",1945,
GA2B,LAMSAS,Male,43,White,At least some college or beyond,Farmer,Lanier,Bryan ,GA,32.12972,-81.53694,"McDavid, Raven",1946,
GA3A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,Flemington,Liberty ,GA,32.12333,-81.48583,"McDavid, Raven",1946,
GA3B,LAMSAS,Female,83,White,Between 1 and 8 years,Keeping house,Hinesville,Liberty ,GA,32.13055,-81.53889,"McDavid, Raven",1946,
GA4N,LAMSAS,Male,53,Black or African American,No formal schooling,Farmer,Crescent,McIntosh ,GA,31.85944,-81.56416,"Lowman, Guy",1934,
GA4A,LAMSAS,Male,77,White,Between 1 and 8 years,Craftsman or foreman,Darien,McIntosh ,GA,31.84667,-81.59611,"McDavid, Raven",1948,
GA4B,LAMSAS,Male,72,White,Between 1 and 8 years,Fisher,Ridgeville,McIntosh ,GA,31.50917,-81.36972,"Lowman, Guy",1934,
GA4C!,LAMSAS,Female,58,White,At least some high school,Keeping house,Valona,McIntosh ,GA,31.37,-81.43417,"McDavid, Raven",1947,
GA5A,LAMSAS,Male,57,White,At least some college or beyond,Operative,St. Simons Island,Glynn ,GA,31.40611,-81.40166,"McDavid, Raven",1947,
GA5B,LAMSAS,Male,60,White,At least some high school,"Manager, official, or proprietor",St. Simons Island,Glynn ,GA,31.47806,-81.34417,"McDavid, Raven",1947,
GA5C,LAMSAS,Male,66,White,Unknown,"Manager, official, or proprietor",Brunswick,Glynn ,GA,31.15028,-81.36972,"McDavid, Raven",1947,
GA5D!,LAMSAS,Male,80,White,At least some college or beyond,Public Servant,Brunswick,Glynn ,GA,31.13472,-81.39027,"McDavid, Raven",1947,
GA5E!,LAMSAS,Male,61,White,Between 1 and 8 years,Professional or technical job,Brunswick,Glynn ,GA,31.14972,-81.49167,"McDavid, Raven",1947,
GA6A,LAMSAS,Male,79,White,Between 1 and 8 years,Operative,Kingsland,Camden ,GA,31.17694,-81.4875,"McDavid, Raven",1947,
GA6B!,LAMSAS,Male,78,White,Between 1 and 8 years,Clerical or sales position,St. Marys,Camden ,GA,31.13333,-81.48333,"McDavid, Raven",1947,
GA7,LAMSAS,Male,87,White,Between 1 and 8 years,Fisher,Folkston,Charlton ,GA,30.79972,-81.69,"McDavid, Raven",1947,
GA8A,LAMSAS,Female,86,White,Between 1 and 8 years,Keeping house,Screven,Wayne ,GA,30.73028,-81.54667,"McDavid, Raven",1947,
GA8B,LAMSAS,Female,50,White,At least some college or beyond,Teacher,Jessup,Wayne ,GA,30.83028,-82.01,"McDavid, Raven",1947,
GA9A,LAMSAS,Female,74,White,Between 1 and 8 years,Keeping house,Glennville,Tattnall ,GA,31.48611,-82.01722,"McDavid, Raven",1947,
GA9B,LAMSAS,Male,60,White,At least some high school,Laborer,Glennville,Tattnall ,GA,31.60722,-81.88556,"McDavid, Raven",1947,
GA10A,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,Manassas,Evans ,GA,31.93639,-81.92861,"Reuter, Grace",1972,
GA10B,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,Bellville,Evans ,GA,32.28028,-82.13889,"Reuter, Grace",1972,
GA11N,LAMSAS,Female,60,Black or African American,Between 1 and 8 years,Keeping house,Metter,Candler ,GA,32.16028,-82.01972,"Lowman, Guy",1934,
GA12A,LAMSAS,Male,54,White,At least some high school,Clerical or sales position,Stilson,Bulloch ,GA,32.15333,-81.975,"McDavid, Raven",1948,
GA12B!,LAMSAS,Male,61,White,At least some college or beyond,Professional or technical job,Statesboro,Bulloch ,GA,32.39695,-82.06028,Student,1972,
GA13A,LAMSAS,Male,69,White,Between 1 and 8 years,Farmer,Rincon,Effingham ,GA,32.32583,-81.55334,"McDavid, Raven",1946,
GA13B!,LAMSAS,Male,83,White,At least some college or beyond,Professional or technical job,Egypt,Effingham ,GA,32.44861,-81.78333,"Reuter, Grace",1968,
GA14A,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,Sylvania,Screven ,GA,32.29583,-81.23556,"Lowman, Guy",1934,
GA14B,LAMSAS,Male,70,White,Between 1 and 8 years,Craftsman or foreman,Sylvania,Screven ,GA,32.46167,-81.47417,"McDavid, Raven",1947,
GA14C,LAMSAS,Female,88,White,Between 1 and 8 years,"Manager, official, or proprietor",Halcyon Dale,Screven ,GA,32.75028,-81.63695,"McDavid, Raven",1946,
GA15A,LAMSAS,Male,83,White,Between 1 and 8 years,Farmer,Alexander,Burke ,GA,32.73611,-81.63194,"McDavid, Raven",1946,
GA15B,LAMSAS,Male,92,White,Between 1 and 8 years,Farmer,Waynesboro,Burke ,GA,32.53889,-81.59834,"McDavid, Raven",1946,
GA16A,LAMSAS,Female,61,White,Unknown,Other (see notes),Augusta,Richmond ,GA,33.02195,-81.87695,"Lowman, Guy",1934,"""Farm housewife"""
GA16B,LAMSAS,Female,85,White,Between 1 and 8 years,Keeping house,Augusta,Richmond ,GA,33.08972,-82.01583,"McDavid, Raven",1948,
GA16C,LAMSAS,Female,72,White,At least some college or beyond,Keeping house,Augusta,Augusta,GA,33.45,-81.98333,"McDavid, Raven",1947,
GA16D!,LAMSAS,Female,54,White,At least some college or beyond,Keeping house,Augusta,Augusta,GA,33.33861,-82.17667,"McDavid, Raven",1947,
GA17N,LAMSAS,Female,48,Black or African American,At least some high school,Clerical or sales position,Louisville,Jefferson ,GA,33.48611,-82.04166,Student,1970,
GA17,LAMSAS,Male,71,White,At least some college or beyond,Clerical or sales position,Louisville,Jefferson ,GA,33.45833,-82,"McDavid, Raven",1947,
